"travel - tips, tricks and hacks for doing everything better | lifehacker",lifehacker,,,,,,,,,,,,,,,
where to travel in an rv during the coronavirus pandemic,"travel,rv",,,,,,,,,,,,,,,
"streaming - tips, tricks and hacks for doing everything better | lifehacker",lifehacker,,,,,,,,,,,,,,,
all the movies and tv shows coming to netflix in july 2020,movies,,,,,,,,,,,,,,,
"events - black news, opinions, politics and culture | the root",the root,,,,,,,,,,,,,,,
film | the a.v. club - reviews and commentary to help you find the best (and worst) in film.,film,,,,,,,,,,,,,,,
"tv club | the a.v. club - interviews, commentary, and recommendations old and new.",tv club,,,,,,,,,,,,,,,
"music | the a.v. club - music reviews, recommendations, playlists, and long reads.",music,,,,,,,,,,,,,,,
"games | the a.v. club - game reviews and conversation, from the tabletop to consoles.",games,,,,,,,,,,,,,,,
"video - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
"tv reviews - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
"reviews - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
"aux | the a.v. club - books, comics, and podcast reviews.",aux,,,,,,,,,,,,,,,
"recommends - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
cursed takes up the sword for a female-focused arthurian legend,cursed,,,,,,,,,,,,,,,
"for our consideration - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
this week in savage love: is long-term monogamy even possible?,savage love,,,,,,,,,,,,,,,
"savage love - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
alex trebek's and the answer is: 6 reveals about the jeopardy! host,"alex trebek,and the answer is,jeopardy",,,,,,,,,,,,,,,
the rental review: dave franco's indie slasher is half solid,"the rental,dave franco",,,,,,,,,,,,,,,
"newswire - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
clint eastwood sues cbd sellers for using his name,"clint eastwood,cbd",,,,,,,,,,,,,,,
season 5 of the crown won't premiere until 2022,the crown,,,,,,,,,,,,,,,
edgar wright and simon rich teaming up for studio 13,"edgar wright,simon rich,studio 13",,,,,,,,,,,,,,,
perry mason renewed for season 2 at hbo,"perry mason,hbo",,,,,,,,,,,,,,,
what to watch on disney+ in august,disney+,,,,,,,,,,,,,,,
"great job internet - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
read this: meet reductress’s default stock photo asshole,reductress,,,,,,,,,,,,,,,
the best funko pop deals for july 2020,deals,,,,,,,,,,,,,,,
the best home office printers in 2020,printers,,,,,,,,,,,,,,,
john early on why comedians shouldn't be the voice of morality,john early,,,,,,,,,,,,,,,
"john early talks search party, elliott's milo yiannopoulos turn","john early,search party,milo yiannopoulos",,,,,,,,,,,,,,,
here's the don't tell mom the babysitter's dead house now,don't tell mom the babysitter's dead,,,,,,,,,,,,,,,
old crow medicine show bring the hootenanny to house shows,"old crow medicine show,house shows",,,,,,,,,,,,,,,
"tv club 10 - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
"what to watch on hulu: best tv sci-fi, horror, fantasy (july 2020)",hulu,,,,,,,,,,,,,,,
"best of - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
trailer: jake johnson stars in netflix's animated comedy hoops,"netflix,hoops,jake johnson",,,,,,,,,,,,,,,
"clips - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
cursed's devon terrell on ponytails and his obama impression,"cursed,devon terrell",,,,,,,,,,,,,,,
exclusive clip: deadpool drops by robot chicken,robot chicken,,,,,,,,,,,,,,,
"what's on tonight - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
what to watch on netflix: the best movies available july 2020,"netflix,movies",,,,,,,,,,,,,,,
what to watch: the best movies on hulu (july 2020),hulu,,,,,,,,,,,,,,,
what to watch: the best movies on amazon prime (july 2020),amazon,,,,,,,,,,,,,,,
"the best hangover cures in movies, tv, and books","tv,books",,,,,,,,,,,,,,,
"inventory - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
"fake meat, confiscated sweatshirts, and other sordid secrets from supermarket sweep",supermarket sweep,,,,,,,,,,,,,,,
"the best wrestling matches of all time, picked by ring of honor's cody rhodes","ring of honor,wrestling",,,,,,,,,,,,,,,
"sworn to justice is cynthia rothrock's boldest, sexiest vehicle",cynthia rothrock,,,,,,,,,,,,,,,
"fake meat, confiscated sweatshirts, and other sordid secrets from supermarket sweep",supermarket sweep,,,,,,,,,,,,,,,
"the best wrestling matches of all time, picked by ring of honor's cody rhodes","ring of honor,wrestling",,,,,,,,,,,,,,,
"sworn to justice is cynthia rothrock's boldest, sexiest vehicle",cynthia rothrock,,,,,,,,,,,,,,,
"the most popular movies on netflix, reviewed by the a.v. club",netflix,,,,,,,,,,,,,,,
radioactive review: this marie curie biopic is a bomb,radioactive,,,,,,,,,,,,,,,
amulet review: an unsettling feminist horror movie,amulet,,,,,,,,,,,,,,,
watch the scott pilgrim cast reunite for a table read,table read,,,,,,,,,,,,,,,
dave grohl has spoken out against re-opening schools this fall,dave grohl,,,,,,,,,,,,,,,
some questions after watching a guy throw a grenade into an atm,atm,,,,,,,,,,,,,,,
"reasonable discussions - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
bird box sequel malorie captures the paranoia of the pandemic,"malorie,bird box",,,,,,,,,,,,,,,
tenet has been pulled from warner bros.' schedule entirely,tenet,,,,,,,,,,,,,,,
clueless is still our cleverest jane austen adaptation,clueless,,,,,,,,,,,,,,,
"when romance met comedy - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
akira predicted the chaos of 2020,akira,,,,,,,,,,,,,,,
"news | the a.v. club - what's new, weird, and extremely online in pop culture.",news,,,,,,,,,,,,,,,
review: mighty morphin power rangers #50 is a classic crossover,power rangers,,,,,,,,,,,,,,,
7 underrated books from the first half of 2020,books,,,,,,,,,,,,,,,
"5 new books to read in july: charlie kaufman, zadie smith, and more",books,,,,,,,,,,,,,,,
"preview - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
self care review: leigh stein skewers the wellness industry,"self care,leigh stein",,,,,,,,,,,,,,,
antkind review: charlie kaufman disappears up his own ass,"antkind,charlie kaufman",,,,,,,,,,,,,,,
valley of the dolls book as fun and tawdry as its subject,valley of the dolls,,,,,,,,,,,,,,,
"5 new releases we love: the chicks, lianne la havas, and more","lianne la havas,the chicks",,,,,,,,,,,,,,,
katy perry turns that frown upside down in new “smile” video,katy perry,,,,,,,,,,,,,,,
suzi quatro interview: the trailblazer looks back on her career,"interview,suzi quatro,suzi q",,,,,,,,,,,,,,,
"interview - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
throw on your masks and party with a new session from dehd,dehd,,,,,,,,,,,,,,,
self-isolate with dehd in our latest house show,dehd,,,,,,,,,,,,,,,
"nba - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"mlb - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"nfl - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"nhl - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"soccer - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"global pandemic - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
cash-strapped mlb owner finds $350 million for mookie betts,"mookie betts,mlb",,,,,,,,,,,,,,,
"sage steele is espn's candace owens, and it's time for her to go","sage steele,espn,candace owens",,,,,,,,,,,,,,,
"bryce, the braves, and a buffalo world series? our mlb roundtable predicts a wild season","mlb,world series",,,,,,,,,,,,,,,
2020 al west preview,al west,,,,,,,,,,,,,,,
2020 nl central preview,nl central,,,,,,,,,,,,,,,
2020 al east preview,al east,,,,,,,,,,,,,,,
2020 al central preview,al central,,,,,,,,,,,,,,,
2020 nl east preview,nl east,,,,,,,,,,,,,,,
the best deals to shop in july 2020,deals,,,,,,,,,,,,,,,
the best huckberry deals and promo codes for july 2020,"deals,huckberry deals",,,,,,,,,,,,,,,
"dan snyder is just the beginning, sports is full of rotten team owners",owners,,,,,,,,,,,,,,,
a history of athletes turned politicians,politicians,,,,,,,,,,,,,,,
"at the intersection of sports and covid, ballplayer-turned-doctor mark hamilton has a perspective all his own",mark hamilton,,,,,,,,,,,,,,,
"negro leagues - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"meet joe black’s legendary ‘all-time all-star black team,’ packed with hall of famers and guys who should be there",joe black,,,,,,,,,,,,,,,
josh gibson and the long gone summers that should have been,josh gibson,,,,,,,,,,,,,,,
"meet martin dihigo, the best baseball player you've never heard of",martin dihigo,,,,,,,,,,,,,,,
"ian desmond, baseball, and living in someone else's home","ian desmond,baseball",,,,,,,,,,,,,,,
who are the best athletes to come from an hbcu? we found a few,hbcu,,,,,,,,,,,,,,,
"ncaa - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
the sports personalities affected by coronavirus,coronavirus,,,,,,,,,,,,,,,
the most overrated ballplayers since 1990,overrated,,,,,,,,,,,,,,,
"nba bubble wrap: the snitching begins, and how damian lillard celebrated his birthday","nba bubble,damian lillard",,,,,,,,,,,,,,,
jrue and lauren holiday pledge $5.3m to help black communities,lauren holiday,,,,,,,,,,,,,,,
trash talkin' tuesday: roger goodell what are you thinking?,roger goodell,,,,,,,,,,,,,,,
what if the nfl had taken covid seriously from the start?,nfl,,,,,,,,,,,,,,,
"jeremy roenick sues nbc, claims he's the real victim here",jeremy roenick,,,,,,,,,,,,,,,
nhl announces thoughtless jerk auston matthews as lady byng trophy finalist,"lady byng trophy,auston matthews",,,,,,,,,,,,,,,
nhl training camps are going about as you'd expect,"nhl,training camps",,,,,,,,,,,,,,,
"hbcus need more than makur maker, they need nba money makers, too",makur maker,,,,,,,,,,,,,,,
5-star recruit makur maker committing to howard could be game changer for hbcus,"hbcu,makur maker",,,,,,,,,,,,,,,
"days after sec & ncaa call for mississippi to remove confederate emblem from flag, the state legislature agrees","mississippi,sec",,,,,,,,,,,,,,,
leeds united are finally back where they belong,leeds united,,,,,,,,,,,,,,,
"even though it’s broken, 'mls is back' can still teach us about life",mls is back,,,,,,,,,,,,,,,
"manchester city are destroying everything in its path, including uefa",manchester city,,,,,,,,,,,,,,,
"soccer doesn't have a coronavirus problem, the mls does","coronavirus,mls",,,,,,,,,,,,,,,
"reviews - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"science - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"io9 | gizmodo - all the top news about comics, sci-fi, and fantasy.",io9,,,,,,,,,,,,,,,
"earther | gizmodo - nature for nerds: earther covers all things climate, science, and environmental",earther,,,,,,,,,,,,,,,
paleofuture | gizmodo - exploring the future that never was.,paleofuture,,,,,,,,,,,,,,,
"microsoft's doing the monopoly thing again, slack says","slack,microsoft",,,,,,,,,,,,,,,
"news - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
leaked 2020 dnc platform troublingly vague on net neutrality,"net neutrality,dnc",,,,,,,,,,,,,,,
banks can now hold cryptocurrencies,banks,,,,,,,,,,,,,,,
facebook's new private messaging feature promises privacy from everyone (except facebook),privacy,,,,,,,,,,,,,,,
"facebook - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
at&t apologizes for email about phasing out support for 3g,"3g,at&t",,,,,,,,,,,,,,,
"comic con 2020 - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
san diego comic-con: marvel's all-time greatest moments,"san diego comic-con,marvel",,,,,,,,,,,,,,,
"slideshow - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"toys and collectibles - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"television - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"kinja deals | the inventory - the best sales, coupons, and promo codes on the web.",kinja deals,,,,,,,,,,,,,,,
netflix biohackers trailer: german sci-fi experiments tv show,"biohackers,netflix",,,,,,,,,,,,,,,
"trailer frenzy - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
edgar wright ghost story set at film studio coming from amblin,"edgar wright,amblin",,,,,,,,,,,,,,,
"movies - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
short film round-up: 6 awesome new sci-fi and horror shorts,"horror,sci-fi",,,,,,,,,,,,,,,
ocasio-cortez files measure to end u.s. military twitch streams,"u.s. military,twitch",,,,,,,,,,,,,,,
the world will lose madagascar’s lemurs without action,lemurs,,,,,,,,,,,,,,,
"sdcc 2020: what to expect and hope for--marvel, candyman & more","candyman,marvel",,,,,,,,,,,,,,,
blazepod review: you'll have fun while looking stupid,blazepod review,,,,,,,,,,,,,,,
razer blade 15 advanced review: the macbook pro of gaming laptops,"razer blade 15 advanced,laptops,gaming,gaming laptops",,,,,,,,,,,,,,,
this powerful retro handheld almost puts the n64 in your pocket,"retro,n64",,,,,,,,,,,,,,,
oneplus nord first look: the 5g phone the us needs,"oneplus nord first look,oneplus nord,first look",,,,,,,,,,,,,,,
"first look - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"the best wrestling matches of all time, picked by ring of honor's cody rhodes","ring of honor,wrestling",,,,,,,,,,,,,,,
"sworn to justice is cynthia rothrock's boldest, sexiest vehicle",cynthia rothrock,,,,,,,,,,,,,,,
"the most popular movies on netflix, reviewed by the a.v. club",netflix,,,,,,,,,,,,,,,
radioactive review: this marie curie biopic is a bomb,radioactive,,,,,,,,,,,,,,,
amulet review: an unsettling feminist horror movie,amulet,,,,,,,,,,,,,,,
watch the scott pilgrim cast reunite for a table read,table read,,,,,,,,,,,,,,,
dave grohl has spoken out against re-opening schools this fall,dave grohl,,,,,,,,,,,,,,,
some questions after watching a guy throw a grenade into an atm,atm,,,,,,,,,,,,,,,
"reasonable discussions - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
bird box sequel malorie captures the paranoia of the pandemic,"malorie,bird box",,,,,,,,,,,,,,,
tenet has been pulled from warner bros.' schedule entirely,tenet,,,,,,,,,,,,,,,
clueless is still our cleverest jane austen adaptation,clueless,,,,,,,,,,,,,,,
"when romance met comedy - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
akira predicted the chaos of 2020,akira,,,,,,,,,,,,,,,
"news | the a.v. club - what's new, weird, and extremely online in pop culture.",news,,,,,,,,,,,,,,,
review: mighty morphin power rangers #50 is a classic crossover,power rangers,,,,,,,,,,,,,,,
7 underrated books from the first half of 2020,books,,,,,,,,,,,,,,,
"5 new books to read in july: charlie kaufman, zadie smith, and more",books,,,,,,,,,,,,,,,
"preview - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
self care review: leigh stein skewers the wellness industry,"self care,leigh stein",,,,,,,,,,,,,,,
antkind review: charlie kaufman disappears up his own ass,"antkind,charlie kaufman",,,,,,,,,,,,,,,
valley of the dolls book as fun and tawdry as its subject,valley of the dolls,,,,,,,,,,,,,,,
"5 new releases we love: the chicks, lianne la havas, and more","lianne la havas,the chicks",,,,,,,,,,,,,,,
katy perry turns that frown upside down in new “smile” video,katy perry,,,,,,,,,,,,,,,
suzi quatro interview: the trailblazer looks back on her career,"interview,suzi quatro,suzi q",,,,,,,,,,,,,,,
"interview - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
throw on your masks and party with a new session from dehd,dehd,,,,,,,,,,,,,,,
self-isolate with dehd in our latest house show,dehd,,,,,,,,,,,,,,,
"nba - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"mlb - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"nfl - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"nhl - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"soccer - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"global pandemic - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
cash-strapped mlb owner finds $350 million for mookie betts,"mookie betts,mlb",,,,,,,,,,,,,,,
"sage steele is espn's candace owens, and it's time for her to go","sage steele,espn,candace owens",,,,,,,,,,,,,,,
"bryce, the braves, and a buffalo world series? our mlb roundtable predicts a wild season","mlb,world series",,,,,,,,,,,,,,,
2020 al west preview,al west,,,,,,,,,,,,,,,
2020 nl central preview,nl central,,,,,,,,,,,,,,,
2020 al east preview,al east,,,,,,,,,,,,,,,
2020 al central preview,al central,,,,,,,,,,,,,,,
2020 nl east preview,nl east,,,,,,,,,,,,,,,
the best deals to shop in july 2020,deals,,,,,,,,,,,,,,,
the best huckberry deals and promo codes for july 2020,"deals,huckberry deals",,,,,,,,,,,,,,,
"dan snyder is just the beginning, sports is full of rotten team owners",owners,,,,,,,,,,,,,,,
a history of athletes turned politicians,politicians,,,,,,,,,,,,,,,
"at the intersection of sports and covid, ballplayer-turned-doctor mark hamilton has a perspective all his own",mark hamilton,,,,,,,,,,,,,,,
"negro leagues - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"meet joe black’s legendary ‘all-time all-star black team,’ packed with hall of famers and guys who should be there",joe black,,,,,,,,,,,,,,,
josh gibson and the long gone summers that should have been,josh gibson,,,,,,,,,,,,,,,
"meet martin dihigo, the best baseball player you've never heard of",martin dihigo,,,,,,,,,,,,,,,
"ian desmond, baseball, and living in someone else's home","ian desmond,baseball",,,,,,,,,,,,,,,
who are the best athletes to come from an hbcu? we found a few,hbcu,,,,,,,,,,,,,,,
"ncaa - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
the sports personalities affected by coronavirus,coronavirus,,,,,,,,,,,,,,,
the most overrated ballplayers since 1990,overrated,,,,,,,,,,,,,,,
"nba bubble wrap: the snitching begins, and how damian lillard celebrated his birthday","nba bubble,damian lillard",,,,,,,,,,,,,,,
jrue and lauren holiday pledge $5.3m to help black communities,lauren holiday,,,,,,,,,,,,,,,
trash talkin' tuesday: roger goodell what are you thinking?,roger goodell,,,,,,,,,,,,,,,
what if the nfl had taken covid seriously from the start?,nfl,,,,,,,,,,,,,,,
"jeremy roenick sues nbc, claims he's the real victim here",jeremy roenick,,,,,,,,,,,,,,,
nhl announces thoughtless jerk auston matthews as lady byng trophy finalist,"lady byng trophy,auston matthews",,,,,,,,,,,,,,,
nhl training camps are going about as you'd expect,"nhl,training camps",,,,,,,,,,,,,,,
"hbcus need more than makur maker, they need nba money makers, too",makur maker,,,,,,,,,,,,,,,
5-star recruit makur maker committing to howard could be game changer for hbcus,"hbcu,makur maker",,,,,,,,,,,,,,,
"days after sec & ncaa call for mississippi to remove confederate emblem from flag, the state legislature agrees","mississippi,sec",,,,,,,,,,,,,,,
leeds united are finally back where they belong,leeds united,,,,,,,,,,,,,,,
"even though it’s broken, 'mls is back' can still teach us about life",mls is back,,,,,,,,,,,,,,,
"manchester city are destroying everything in its path, including uefa",manchester city,,,,,,,,,,,,,,,
"soccer doesn't have a coronavirus problem, the mls does","coronavirus,mls",,,,,,,,,,,,,,,
"reviews - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"science - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"io9 | gizmodo - all the top news about comics, sci-fi, and fantasy.",io9,,,,,,,,,,,,,,,
"earther | gizmodo - nature for nerds: earther covers all things climate, science, and environmental",earther,,,,,,,,,,,,,,,
paleofuture | gizmodo - exploring the future that never was.,paleofuture,,,,,,,,,,,,,,,
"microsoft's doing the monopoly thing again, slack says","slack,microsoft",,,,,,,,,,,,,,,
"news - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
leaked 2020 dnc platform troublingly vague on net neutrality,"net neutrality,dnc",,,,,,,,,,,,,,,
banks can now hold cryptocurrencies,banks,,,,,,,,,,,,,,,
facebook's new private messaging feature promises privacy from everyone (except facebook),privacy,,,,,,,,,,,,,,,
"facebook - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
at&t apologizes for email about phasing out support for 3g,"3g,at&t",,,,,,,,,,,,,,,
"comic con 2020 - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
san diego comic-con: marvel's all-time greatest moments,"san diego comic-con,marvel",,,,,,,,,,,,,,,
"slideshow - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"toys and collectibles - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"television - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"kinja deals | the inventory - the best sales, coupons, and promo codes on the web.",kinja deals,,,,,,,,,,,,,,,
netflix biohackers trailer: german sci-fi experiments tv show,"biohackers,netflix",,,,,,,,,,,,,,,
"trailer frenzy - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
edgar wright ghost story set at film studio coming from amblin,"edgar wright,amblin",,,,,,,,,,,,,,,
"movies - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
short film round-up: 6 awesome new sci-fi and horror shorts,"horror,sci-fi",,,,,,,,,,,,,,,
ocasio-cortez files measure to end u.s. military twitch streams,"u.s. military,twitch",,,,,,,,,,,,,,,
the world will lose madagascar’s lemurs without action,lemurs,,,,,,,,,,,,,,,
"sdcc 2020: what to expect and hope for--marvel, candyman & more","candyman,marvel",,,,,,,,,,,,,,,
blazepod review: you'll have fun while looking stupid,blazepod review,,,,,,,,,,,,,,,
razer blade 15 advanced review: the macbook pro of gaming laptops,"razer blade 15 advanced,laptops,gaming,gaming laptops",,,,,,,,,,,,,,,
this powerful retro handheld almost puts the n64 in your pocket,"retro,n64",,,,,,,,,,,,,,,
oneplus nord first look: the 5g phone the us needs,"oneplus nord first look,oneplus nord,first look",,,,,,,,,,,,,,,
"first look - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
"coronavirus - tech and science tips, reviews, news and more. | gizmodo",gizmodo,,,,,,,,,,,,,,,
community broadband will make the internet cheaper for us all,community broadband,,,,,,,,,,,,,,,
"the most popular movies on netflix, reviewed by the a.v. club",netflix,,,,,,,,,,,,,,,
radioactive review: this marie curie biopic is a bomb,radioactive,,,,,,,,,,,,,,,
amulet review: an unsettling feminist horror movie,amulet,,,,,,,,,,,,,,,
watch the scott pilgrim cast reunite for a table read,table read,,,,,,,,,,,,,,,
dave grohl has spoken out against re-opening schools this fall,dave grohl,,,,,,,,,,,,,,,
some questions after watching a guy throw a grenade into an atm,atm,,,,,,,,,,,,,,,
"reasonable discussions - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
bird box sequel malorie captures the paranoia of the pandemic,"malorie,bird box",,,,,,,,,,,,,,,
tenet has been pulled from warner bros.' schedule entirely,tenet,,,,,,,,,,,,,,,
clueless is still our cleverest jane austen adaptation,clueless,,,,,,,,,,,,,,,
"when romance met comedy - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
akira predicted the chaos of 2020,akira,,,,,,,,,,,,,,,
"news | the a.v. club - what's new, weird, and extremely online in pop culture.",news,,,,,,,,,,,,,,,
review: mighty morphin power rangers #50 is a classic crossover,power rangers,,,,,,,,,,,,,,,
7 underrated books from the first half of 2020,books,,,,,,,,,,,,,,,
"5 new books to read in july: charlie kaufman, zadie smith, and more",books,,,,,,,,,,,,,,,
"preview - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
self care review: leigh stein skewers the wellness industry,"self care,leigh stein",,,,,,,,,,,,,,,
antkind review: charlie kaufman disappears up his own ass,"antkind,charlie kaufman",,,,,,,,,,,,,,,
valley of the dolls book as fun and tawdry as its subject,valley of the dolls,,,,,,,,,,,,,,,
"5 new releases we love: the chicks, lianne la havas, and more","lianne la havas,the chicks",,,,,,,,,,,,,,,
katy perry turns that frown upside down in new “smile” video,katy perry,,,,,,,,,,,,,,,
suzi quatro interview: the trailblazer looks back on her career,"interview,suzi quatro,suzi q",,,,,,,,,,,,,,,
"interview - pop culture news, movie, tv, music and gaming reviews. | the a.v. club",the a.v. club,,,,,,,,,,,,,,,
throw on your masks and party with a new session from dehd,dehd,,,,,,,,,,,,,,,
self-isolate with dehd in our latest house show,dehd,,,,,,,,,,,,,,,
"nba - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"mlb - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"nfl - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"nhl - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"soccer - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"global pandemic - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
cash-strapped mlb owner finds $350 million for mookie betts,"mookie betts,mlb",,,,,,,,,,,,,,,
"sage steele is espn's candace owens, and it's time for her to go","sage steele,espn,candace owens",,,,,,,,,,,,,,,
"bryce, the braves, and a buffalo world series? our mlb roundtable predicts a wild season","mlb,world series",,,,,,,,,,,,,,,
2020 al west preview,al west,,,,,,,,,,,,,,,
2020 nl central preview,nl central,,,,,,,,,,,,,,,
2020 al east preview,al east,,,,,,,,,,,,,,,
2020 al central preview,al central,,,,,,,,,,,,,,,
2020 nl east preview,nl east,,,,,,,,,,,,,,,
the best deals to shop in july 2020,deals,,,,,,,,,,,,,,,
the best huckberry deals and promo codes for july 2020,"deals,huckberry deals",,,,,,,,,,,,,,,
"dan snyder is just the beginning, sports is full of rotten team owners",owners,,,,,,,,,,,,,,,
a history of athletes turned politicians,politicians,,,,,,,,,,,,,,,
"at the intersection of sports and covid, ballplayer-turned-doctor mark hamilton has a perspective all his own",mark hamilton,,,,,,,,,,,,,,,
"negro leagues - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
"meet joe black’s legendary ‘all-time all-star black team,’ packed with hall of famers and guys who should be there",joe black,,,,,,,,,,,,,,,
josh gibson and the long gone summers that should have been,josh gibson,,,,,,,,,,,,,,,
"meet martin dihigo, the best baseball player you've never heard of",martin dihigo,,,,,,,,,,,,,,,
"ian desmond, baseball, and living in someone else's home","ian desmond,baseball",,,,,,,,,,,,,,,
who are the best athletes to come from an hbcu? we found a few,hbcu,,,,,,,,,,,,,,,
"ncaa - sports news, headlines & highlights | deadspin",deadspin,,,,,,,,,,,,,,,
the sports personalities affected by coronavirus,coronavirus,,,,,,,,,,,,,,,
the most overrated ballplayers since 1990,overrated,,,,,,,,,,,,,,,
"nba bubble wrap: the snitching begins, and how damian lillard celebrated his birthday","nba bubble,damian lillard",,,,,,,,,,,,,,,
jrue and lauren holiday pledge $5.3m to help black communities,lauren holiday,,,,,,,,,,,,,,,
